INFO - LoggingAdvice.invoke(115) |2016-03-15 13:07:43,904| In method UserService.savePrivilege. Arguments: Privilege=Edit Allergies, 
INFO - LoggingAdvice.invoke(155) |2016-03-15 13:07:43,935| Exiting method savePrivilege
INFO - LoggingAdvice.invoke(115) |2016-03-15 13:07:43,935| In method UserService.savePrivilege. Arguments: Privilege=Add Problems, 
INFO - LoggingAdvice.invoke(155) |2016-03-15 13:07:43,966| Exiting method savePrivilege
INFO - LoggingAdvice.invoke(115) |2016-03-15 13:07:43,966| In method UserService.savePrivilege. Arguments: Privilege=Manage Order Frequencies, 
INFO - LoggingAdvice.invoke(155) |2016-03-15 13:07:43,997| Exiting method savePrivilege
INFO - LoggingAdvice.invoke(115) |2016-03-15 13:07:43,997| In method UserService.savePrivilege. Arguments: Privilege=Configure Visits, 
INFO - LoggingAdvice.invoke(155) |2016-03-15 13:07:44,029| Exiting method savePrivilege
INFO - LoggingAdvice.invoke(115) |2016-03-15 13:07:44,029| In method UserService.savePrivilege. Arguments: Privilege=Update HL7 Inbound Exception, 
INFO - LoggingAdvice.invoke(155) |2016-03-15 13:07:44,060| Exiting method savePrivilege
INFO - LoggingAdvice.invoke(115) |2016-03-15 13:07:44,060| In method UserService.savePrivilege. Arguments: Privilege=Manage Concept Map Types, 
INFO - LoggingAdvice.invoke(155) |2016-03-15 13:07:44,122| Exiting method savePrivilege
INFO - LoggingAdvice.invoke(115) |2016-03-15 13:07:44,122| In method UserService.savePrivilege. Arguments: Privilege=Manage Address Templates, 
INFO - LoggingAdvice.invoke(155) |2016-03-15 13:07:44,154| Exiting method savePrivilege
INFO - LoggingAdvice.invoke(115) |2016-03-15 13:07:44,154| In method UserService.savePrivilege. Arguments: Privilege=Update HL7 Inbound Queue, 
INFO - LoggingAdvice.invoke(155) |2016-03-15 13:07:44,201| Exiting method savePrivilege
INFO - LoggingAdvice.invoke(115) |2016-03-15 13:07:44,201| In method UserService.savePrivilege. Arguments: Privilege=Add HL7 Inbound Archive, 
INFO - LoggingAdvice.invoke(155) |2016-03-15 13:07:44,232| Exiting method savePrivilege
INFO - LoggingAdvice.invoke(115) |2016-03-15 13:07:44,232| In method UserService.savePrivilege. Arguments: Privilege=Assign System Developer Role, 
INFO - LoggingAdvice.invoke(155) |2016-03-15 13:07:44,263| Exiting method savePrivilege
INFO - LoggingAdvice.invoke(115) |2016-03-15 13:07:44,263| In method UserService.savePrivilege. Arguments: Privilege=Manage Visit Types, 
INFO - LoggingAdvice.invoke(155) |2016-03-15 13:07:44,294| Exiting method savePrivilege
INFO - LoggingAdvice.invoke(115) |2016-03-15 13:07:44,294| In method UserService.savePrivilege. Arguments: Privilege=Edit Notes, 
INFO - LoggingAdvice.invoke(155) |2016-03-15 13:07:44,326| Exiting method savePrivilege
INFO - LoggingAdvice.invoke(115) |2016-03-15 13:07:44,326| In method UserService.savePrivilege. Arguments: Privilege=Add Allergies, 
INFO - LoggingAdvice.invoke(155) |2016-03-15 13:07:44,357| Exiting method savePrivilege
INFO - LoggingAdvice.invoke(115) |2016-03-15 13:07:44,372| In method UserService.savePrivilege. Arguments: Privilege=Get Care Settings, 
INFO - LoggingAdvice.invoke(155) |2016-03-15 13:07:44,388| Exiting method savePrivilege
INFO - LoggingAdvice.invoke(115) |2016-03-15 13:07:44,404| In method UserService.savePrivilege. Arguments: Privilege=Manage Concept Stop Words, 
INFO - LoggingAdvice.invoke(155) |2016-03-15 13:07:44,435| Exiting method savePrivilege
INFO - LoggingAdvice.invoke(115) |2016-03-15 13:07:44,435| In method UserService.savePrivilege. Arguments: Privilege=Remove Allergies, 
INFO - LoggingAdvice.invoke(155) |2016-03-15 13:07:44,466| Exiting method savePrivilege
INFO - LoggingAdvice.invoke(115) |2016-03-15 13:07:44,482| In method UserService.savePrivilege. Arguments: Privilege=Update HL7 Source, 
INFO - LoggingAdvice.invoke(155) |2016-03-15 13:07:44,513| Exiting method savePrivilege
INFO - LoggingAdvice.invoke(115) |2016-03-15 13:07:44,529| In method AdministrationService.saveGlobalProperty. Arguments: GlobalProperty=property: use_patient_attribute.healthCenter value: false, 
INFO - LoggingAdvice.invoke(155) |2016-03-15 13:07:44,607| Exiting method saveGlobalProperty
INFO - LoggingAdvice.invoke(115) |2016-03-15 13:07:44,607| In method AdministrationService.saveGlobalProperty. Arguments: GlobalProperty=property: use_patient_attribute.mothersName value: false, 
INFO - LoggingAdvice.invoke(155) |2016-03-15 13:07:44,654| Exiting method saveGlobalProperty
INFO - LoggingAdvice.invoke(115) |2016-03-15 13:07:44,654| In method AdministrationService.saveGlobalProperty. Arguments: GlobalProperty=property: new_patient_form.showRelationships value: false, 
INFO - LoggingAdvice.invoke(155) |2016-03-15 13:07:44,685| Exiting method saveGlobalProperty
INFO - LoggingAdvice.invoke(115) |2016-03-15 13:07:44,685| In method AdministrationService.saveGlobalProperty. Arguments: GlobalProperty=property: dashboard.overview.showConcepts value: null, 
INFO - LoggingAdvice.invoke(155) |2016-03-15 13:07:44,732| Exiting method saveGlobalProperty
INFO - LoggingAdvice.invoke(115) |2016-03-15 13:07:44,732| In method AdministrationService.saveGlobalProperty. Arguments: GlobalProperty=property: dashboard.header.showConcept value: 5497, 
INFO - LoggingAdvice.invoke(155) |2016-03-15 13:07:44,779| Exiting method saveGlobalProperty
INFO - LoggingAdvice.invoke(115) |2016-03-15 13:07:44,779| In method AdministrationService.saveGlobalProperty. Arguments: GlobalProperty=property: dashboard.encounters.showEmptyFields value: true, 
INFO - LoggingAdvice.invoke(155) |2016-03-15 13:07:44,810| Exiting method saveGlobalProperty
INFO - LoggingAdvice.invoke(115) |2016-03-15 13:07:44,810| In method AdministrationService.saveGlobalProperty. Arguments: GlobalProperty=property: dashboard.encounters.usePages value: smart, 
INFO - LoggingAdvice.invoke(155) |2016-03-15 13:07:44,841| Exiting method saveGlobalProperty
INFO - LoggingAdvice.invoke(115) |2016-03-15 13:07:44,841| In method AdministrationService.saveGlobalProperty. Arguments: GlobalProperty=property: dashboard.encounters.showViewLink value: true, 
INFO - LoggingAdvice.invoke(155) |2016-03-15 13:07:44,872| Exiting method saveGlobalProperty
INFO - LoggingAdvice.invoke(115) |2016-03-15 13:07:44,888| In method AdministrationService.saveGlobalProperty. Arguments: GlobalProperty=property: dashboard.encounters.showEditLink value: true, 
INFO - LoggingAdvice.invoke(155) |2016-03-15 13:07:44,904| Exiting method saveGlobalProperty
INFO - LoggingAdvice.invoke(115) |2016-03-15 13:07:44,904| In method AdministrationService.saveGlobalProperty. Arguments: GlobalProperty=property: dashboard.header.programs_to_show value: null, 
INFO - LoggingAdvice.invoke(155) |2016-03-15 13:07:44,935| Exiting method saveGlobalProperty
INFO - LoggingAdvice.invoke(115) |2016-03-15 13:07:44,935| In method AdministrationService.saveGlobalProperty. Arguments: GlobalProperty=property: dashboard.header.workflows_to_show value: null, 
INFO - LoggingAdvice.invoke(155) |2016-03-15 13:07:44,951| Exiting method saveGlobalProperty
INFO - LoggingAdvice.invoke(115) |2016-03-15 13:07:44,951| In method AdministrationService.saveGlobalProperty. Arguments: GlobalProperty=property: dashboard.relationships.show_types value: null, 
INFO - LoggingAdvice.invoke(155) |2016-03-15 13:07:44,982| Exiting method saveGlobalProperty
INFO - LoggingAdvice.invoke(115) |2016-03-15 13:07:44,982| In method AdministrationService.saveGlobalProperty. Arguments: GlobalProperty=property: FormEntry.enableDashboardTab value: true, 
INFO - LoggingAdvice.invoke(155) |2016-03-15 13:07:45,013| Exiting method saveGlobalProperty
INFO - LoggingAdvice.invoke(115) |2016-03-15 13:07:45,013| In method AdministrationService.saveGlobalProperty. Arguments: GlobalProperty=property: FormEntry.enableOnEncounterTab value: false, 
INFO - LoggingAdvice.invoke(155) |2016-03-15 13:07:45,044| Exiting method saveGlobalProperty
INFO - LoggingAdvice.invoke(115) |2016-03-15 13:07:45,044| In method AdministrationService.saveGlobalProperty. Arguments: GlobalProperty=property: dashboard.regimen.displayDrugSetIds value: ANTIRETROVIRAL DRUGS,TUBERCULOSIS TREATMENT DRUGS, 
INFO - LoggingAdvice.invoke(155) |2016-03-15 13:07:45,060| Exiting method saveGlobalProperty
INFO - LoggingAdvice.invoke(115) |2016-03-15 13:07:45,060| In method AdministrationService.saveGlobalProperty. Arguments: GlobalProperty=property: dashboard.regimen.displayFrequencies value: 7 days/week,6 days/week,5 days/week,4 days/week,3 days/week,2 days/week,1 days/week, 
INFO - LoggingAdvice.invoke(155) |2016-03-15 13:07:45,076| Exiting method saveGlobalProperty
INFO - LoggingAdvice.invoke(115) |2016-03-15 13:07:45,076| In method AdministrationService.saveGlobalProperty. Arguments: GlobalProperty=property: graph.color.absolute value: rgb(20,20,20), 
INFO - LoggingAdvice.invoke(155) |2016-03-15 13:07:45,107| Exiting method saveGlobalProperty
INFO - LoggingAdvice.invoke(115) |2016-03-15 13:07:45,107| In method AdministrationService.saveGlobalProperty. Arguments: GlobalProperty=property: graph.color.normal value: rgb(255,126,0), 
INFO - LoggingAdvice.invoke(155) |2016-03-15 13:07:45,138| Exiting method saveGlobalProperty
INFO - LoggingAdvice.invoke(115) |2016-03-15 13:07:45,138| In method AdministrationService.saveGlobalProperty. Arguments: GlobalProperty=property: graph.color.critical value: rgb(200,0,0), 
INFO - LoggingAdvice.invoke(155) |2016-03-15 13:07:45,154| Exiting method saveGlobalProperty
INFO - LoggingAdvice.invoke(115) |2016-03-15 13:07:45,154| In method AdministrationService.saveGlobalProperty. Arguments: GlobalProperty=property: location.field.style value: default, 
INFO - LoggingAdvice.invoke(155) |2016-03-15 13:07:45,185| Exiting method saveGlobalProperty
INFO - LoggingAdvice.invoke(115) |2016-03-15 13:07:45,185| In method AdministrationService.saveGlobalProperty. Arguments: GlobalProperty=property: mail.smtp.starttls.enable value: false, 
INFO - LoggingAdvice.invoke(155) |2016-03-15 13:07:45,232| Exiting method saveGlobalProperty
INFO - LoggingAdvice.invoke(115) |2016-03-15 13:07:45,232| In method AdministrationService.saveGlobalProperty. Arguments: GlobalProperty=property: dashboard.regimen.standardRegimens value: <list>  <regimenSuggestion>    <drugComponents>      <drugSuggestion>        <drugId>2</drugId>        <dose>1</dose>        <units>tab(s)</units>        <frequency>2/day x 7 days/week</frequency>        <instructions></instructions>      </drugSuggestion>    </drugComponents>    <displayName>3TC + d4T(30) + NVP (Triomune-30)</displayName>    <codeName>standardTri30</codeName>    <canReplace>ANTIRETROVIRAL DRUGS</canReplace>  </regimenSuggestion>  <regimenSuggestion>    <drugComponents>      <drugSuggestion>        <drugId>3</drugId>        <dose>1</dose>        <units>tab(s)</units>        <frequency>2/day x 7 days/week</frequency>        <instructions></instructions>      </drugSuggestion>    </drugComponents>    <displayName>3TC + d4T(40) + NVP (Triomune-40)</displayName>    <codeName>standardTri40</codeName>    <canReplace>ANTIRETROVIRAL DRUGS</canReplace>  </regimenSuggestion>  <regimenSuggestion>    <drugComponents>      <drugSuggestion>        <drugId>39</drugId>        <dose>1</dose>        <units>tab(s)</units>        <frequency>2/day x 7 days/week</frequency>        <instructions></instructions>      </drugSuggestion>      <drugSuggestion>        <drugId>22</drugId>        <dose>200</dose>        <units>mg</units>        <frequency>2/day x 7 days/week</frequency>        <instructions></instructions>      </drugSuggestion>    </drugComponents>    <displayName>AZT + 3TC + NVP</displayName>    <codeName>standardAztNvp</codeName>    <canReplace>ANTIRETROVIRAL DRUGS</canReplace>  </regimenSuggestion>  <regimenSuggestion>    <drugComponents>      <drugSuggestion reference="../../../regimenSuggestion[3]/drugComponents/drugSuggestion"/>      <drugSuggestion>        <drugId>11</drugId>        <dose>600</dose>        <units>mg</units>        <frequency>1/day x 7 days/week</frequency>        <instructions></instructions>      </drugSuggestion>    </drugComponents>    <displayName>AZT + 3TC + EFV(600)</displayName>    <codeName>standardAztEfv</codeName>    <canReplace>ANTIRETROVIRAL DRUGS</canReplace>  </regimenSuggestion>  <regimenSuggestion>    <drugComponents>      <drugSuggestion>        <drugId>5</drugId>        <dose>30</dose>        <units>mg</units>        <frequency>2/day x 7 days/week</frequency>        <instructions></instructions>      </drugSuggestion>      <drugSuggestion>        <drugId>42</drugId>        <dose>150</dose>        		<units>mg</units>        <frequency>2/day x 7 days/week</frequency>        <instructions></instructions>      </drugSuggestion>      <drugSuggestion reference="../../../regimenSuggestion[4]/drugComponents/drugSuggestion[2]"/>    </drugComponents>    <displayName>d4T(30) + 3TC + EFV(600)</displayName>    <codeName>standardD4t30Efv</codeName>    <canReplace>ANTIRETROVIRAL DRUGS</canReplace>  </regimenSuggestion>  <regimenSuggestion>    <drugComponents>      <drugSuggestion>        <drugId>6</drugId>        <dose>40</dose>        <units>mg</units>        <frequency>2/day x 7 days/week</frequency>        <instructions></instructions>      </drugSuggestion>      <drugSuggestion reference="../../../regimenSuggestion[5]/drugComponents/drugSuggestion[2]"/>      <drugSuggestion reference="../../../regimenSuggestion[4]/drugComponents/drugSuggestion[2]"/>    </drugComponents>    <displayName>d4T(40) + 3TC + EFV(600)</displayName>    <codeName>standardD4t40Efv</codeName>    <canReplace>ANTIRETROVIRAL DRUGS</canReplace>  </regimenSuggestion></list>, 
INFO - LoggingAdvice.invoke(155) |2016-03-15 13:07:45,263| Exiting method saveGlobalProperty
INFO - LoggingAdvice.invoke(115) |2016-03-15 13:07:45,263| In method AdministrationService.saveGlobalProperty. Arguments: GlobalProperty=property: concept.weight value: 5089, 
INFO - LoggingAdvice.invoke(155) |2016-03-15 13:07:45,294| Exiting method saveGlobalProperty
INFO - LoggingAdvice.invoke(115) |2016-03-15 13:07:45,294| In method AdministrationService.saveGlobalProperty. Arguments: GlobalProperty=property: concept.height value: 5090, 
INFO - LoggingAdvice.invoke(155) |2016-03-15 13:07:45,310| Exiting method saveGlobalProperty
INFO - LoggingAdvice.invoke(115) |2016-03-15 13:07:45,310| In method AdministrationService.saveGlobalProperty. Arguments: GlobalProperty=property: concept.causeOfDeath value: 5002, 
INFO - LoggingAdvice.invoke(155) |2016-03-15 13:07:45,341| Exiting method saveGlobalProperty
INFO - LoggingAdvice.invoke(115) |2016-03-15 13:07:45,341| In method AdministrationService.saveGlobalProperty. Arguments: GlobalProperty=property: concept.none value: 1107, 
INFO - LoggingAdvice.invoke(155) |2016-03-15 13:07:45,372| Exiting method saveGlobalProperty
INFO - LoggingAdvice.invoke(115) |2016-03-15 13:07:45,372| In method AdministrationService.saveGlobalProperty. Arguments: GlobalProperty=property: concept.otherNonCoded value: 5622, 
INFO - LoggingAdvice.invoke(155) |2016-03-15 13:07:45,388| Exiting method saveGlobalProperty
INFO - LoggingAdvice.invoke(115) |2016-03-15 13:07:45,388| In method AdministrationService.saveGlobalProperty. Arguments: GlobalProperty=property: concept.patientDied value: 1742, 
INFO - LoggingAdvice.invoke(155) |2016-03-15 13:07:45,419| Exiting method saveGlobalProperty
INFO - LoggingAdvice.invoke(115) |2016-03-15 13:07:45,419| In method AdministrationService.saveGlobalProperty. Arguments: GlobalProperty=property: concept.reasonExitedCare value: null, 
INFO - LoggingAdvice.invoke(155) |2016-03-15 13:07:45,435| Exiting method saveGlobalProperty
INFO - LoggingAdvice.invoke(115) |2016-03-15 13:07:45,435| In method AdministrationService.saveGlobalProperty. Arguments: GlobalProperty=property: concept.reasonOrderStopped value: 1812, 
INFO - LoggingAdvice.invoke(155) |2016-03-15 13:07:45,466| Exiting method saveGlobalProperty
INFO - LoggingAdvice.invoke(115) |2016-03-15 13:07:45,466| In method AdministrationService.saveGlobalProperty. Arguments: GlobalProperty=property: mail.transport_protocol value: smtp, 
INFO - LoggingAdvice.invoke(155) |2016-03-15 13:07:45,497| Exiting method saveGlobalProperty
INFO - LoggingAdvice.invoke(115) |2016-03-15 13:07:45,497| In method AdministrationService.saveGlobalProperty. Arguments: GlobalProperty=property: mail.smtp_host value: localhost, 
INFO - LoggingAdvice.invoke(155) |2016-03-15 13:07:45,513| Exiting method saveGlobalProperty
INFO - LoggingAdvice.invoke(115) |2016-03-15 13:07:45,513| In method AdministrationService.saveGlobalProperty. Arguments: GlobalProperty=property: mail.smtp_port value: 25, 
INFO - LoggingAdvice.invoke(155) |2016-03-15 13:07:45,544| Exiting method saveGlobalProperty
INFO - LoggingAdvice.invoke(115) |2016-03-15 13:07:45,544| In method AdministrationService.saveGlobalProperty. Arguments: GlobalProperty=property: mail.from value: info@openmrs.org, 
INFO - LoggingAdvice.invoke(155) |2016-03-15 13:07:45,560| Exiting method saveGlobalProperty
INFO - LoggingAdvice.invoke(115) |2016-03-15 13:07:45,560| In method AdministrationService.saveGlobalProperty. Arguments: GlobalProperty=property: mail.debug value: false, 
INFO - LoggingAdvice.invoke(155) |2016-03-15 13:07:45,591| Exiting method saveGlobalProperty
INFO - LoggingAdvice.invoke(115) |2016-03-15 13:07:45,591| In method AdministrationService.saveGlobalProperty. Arguments: GlobalProperty=property: mail.smtp_auth value: false, 
INFO - LoggingAdvice.invoke(155) |2016-03-15 13:07:45,622| Exiting method saveGlobalProperty
INFO - LoggingAdvice.invoke(115) |2016-03-15 13:07:45,622| In method AdministrationService.saveGlobalProperty. Arguments: GlobalProperty=property: mail.user value: test, 
INFO - LoggingAdvice.invoke(155) |2016-03-15 13:07:45,638| Exiting method saveGlobalProperty
INFO - LoggingAdvice.invoke(115) |2016-03-15 13:07:45,638| In method AdministrationService.saveGlobalProperty. Arguments: GlobalProperty=property: mail.password value: test, 
INFO - LoggingAdvice.invoke(155) |2016-03-15 13:07:45,669| Exiting method saveGlobalProperty
INFO - LoggingAdvice.invoke(115) |2016-03-15 13:07:45,669| In method AdministrationService.saveGlobalProperty. Arguments: GlobalProperty=property: mail.default_content_type value: text/plain, 
INFO - LoggingAdvice.invoke(155) |2016-03-15 13:07:45,685| Exiting method saveGlobalProperty
INFO - LoggingAdvice.invoke(115) |2016-03-15 13:07:45,685| In method AdministrationService.saveGlobalProperty. Arguments: GlobalProperty=property: module_repository_folder value: modules, 
INFO - LoggingAdvice.invoke(155) |2016-03-15 13:07:45,716| Exiting method saveGlobalProperty
INFO - LoggingAdvice.invoke(115) |2016-03-15 13:07:45,716| In method AdministrationService.saveGlobalProperty. Arguments: GlobalProperty=property: layout.address.format value: <org.openmrs.layout.web.address.AddressTemplate>
    <nameMappings class="properties">
      <property name="postalCode" value="Location.postalCode"/>
      <property name="address2" value="Location.address2"/>
      <property name="address1" value="Location.address1"/>
      <property name="country" value="Location.country"/>
      <property name="stateProvince" value="Location.stateProvince"/>
      <property name="cityVillage" value="Location.cityVillage"/>
    </nameMappings>
    <sizeMappings class="properties">
      <property name="postalCode" value="10"/>
      <property name="address2" value="40"/>
      <property name="address1" value="40"/>
      <property name="country" value="10"/>
      <property name="stateProvince" value="10"/>
      <property name="cityVillage" value="10"/>
    </sizeMappings>
    <lineByLineFormat>
      <string>address1</string>
      <string>address2</string>
      <string>cityVillage stateProvince country postalCode</string>
    </lineByLineFormat>
  </org.openmrs.layout.web.address.AddressTemplate>, 
INFO - LoggingAdvice.invoke(155) |2016-03-15 13:07:45,747| Exiting method saveGlobalProperty
INFO - LoggingAdvice.invoke(115) |2016-03-15 13:07:45,747| In method AdministrationService.saveGlobalProperty. Arguments: GlobalProperty=property: layout.name.format value: short, 
INFO - LoggingAdvice.invoke(155) |2016-03-15 13:07:45,779| Exiting method saveGlobalProperty
INFO - LoggingAdvice.invoke(115) |2016-03-15 13:07:45,779| In method AdministrationService.saveGlobalProperty. Arguments: GlobalProperty=property: scheduler.username value: admin, 
INFO - LoggingAdvice.invoke(155) |2016-03-15 13:07:45,794| Exiting method saveGlobalProperty
INFO - LoggingAdvice.invoke(115) |2016-03-15 13:07:45,794| In method AdministrationService.saveGlobalProperty. Arguments: GlobalProperty=property: scheduler.password value: test, 
INFO - LoggingAdvice.invoke(155) |2016-03-15 13:07:45,857| Exiting method saveGlobalProperty
INFO - LoggingAdvice.invoke(115) |2016-03-15 13:07:45,857| In method AdministrationService.saveGlobalProperty. Arguments: GlobalProperty=property: concepts.locked value: false, 
INFO - LoggingAdvice.invoke(155) |2016-03-15 13:07:45,888| Exiting method saveGlobalProperty
INFO - LoggingAdvice.invoke(115) |2016-03-15 13:07:45,888| In method AdministrationService.saveGlobalProperty. Arguments: GlobalProperty=property: patient.listingAttributeTypes value: null, 
INFO - LoggingAdvice.invoke(155) |2016-03-15 13:07:45,919| Exiting method saveGlobalProperty
INFO - LoggingAdvice.invoke(115) |2016-03-15 13:07:45,919| In method AdministrationService.saveGlobalProperty. Arguments: GlobalProperty=property: patient.viewingAttributeTypes value: null, 
INFO - LoggingAdvice.invoke(155) |2016-03-15 13:07:45,951| Exiting method saveGlobalProperty
INFO - LoggingAdvice.invoke(115) |2016-03-15 13:07:45,951| In method AdministrationService.saveGlobalProperty. Arguments: GlobalProperty=property: patient.headerAttributeTypes value: null, 
INFO - LoggingAdvice.invoke(155) |2016-03-15 13:07:45,982| Exiting method saveGlobalProperty
INFO - LoggingAdvice.invoke(115) |2016-03-15 13:07:45,982| In method AdministrationService.saveGlobalProperty. Arguments: GlobalProperty=property: user.listingAttributeTypes value: null, 
INFO - LoggingAdvice.invoke(155) |2016-03-15 13:07:46,013| Exiting method saveGlobalProperty
INFO - LoggingAdvice.invoke(115) |2016-03-15 13:07:46,013| In method AdministrationService.saveGlobalProperty. Arguments: GlobalProperty=property: user.viewingAttributeTypes value: null, 
INFO - LoggingAdvice.invoke(155) |2016-03-15 13:07:46,044| Exiting method saveGlobalProperty
